date,symbol,close
2022-12-15,V,241.19
2022-12-15,MA,385.8
2022-12-15,UNH,452.32
2022-12-15,COST,512.07
2022-12-15,PEP,182.27
2022-12-15,META,329.95
2022-12-15,NVDA,366.44
2022-12-15,TSLA,335.99
2023-01-15,VTI,235.37
2023-01-15,VOO,434.38
2023-01-15,BND,85.63
2023-01-15,AAPL,185.03
2023-01-15,MSFT,384.32
2023-01-15,GOOGL,148.83
2023-01-15,AMZN,178.68
2023-01-15,JNJ,168.05
2023-01-15,PG,149.0
2023-01-15,KO,58.29
2023-01-15,XOM,62.09
2023-01-15,CVX,112.0
2023-01-15,JPM,191.3
2023-01-15,BAC,47.9
2023-01-15,HD,359.19
2023-01-15,WMT,54.19
2023-01-15,DIS,143.16
2023-01-15,V,244.67
2023-01-15,MA,398.65
2023-01-15,UNH,476.87
2023-01-15,COST,527.79
2023-01-15,PEP,180.08
2023-01-15,META,337.59
2023-01-15,NVDA,329.69
2023-01-15,TSLA,262.67
2023-02-15,VTI,229.4
2023-02-15,VOO,430.83
2023-02-15,BND,86.77
2023-02-15,AAPL,172.89
2023-02-15,MSFT,392.95
2023-02-15,GOOGL,167.69
2023-02-15,AMZN,169.31
2023-02-15,JNJ,169.13
2023-02-15,PG,151.54
2023-02-15,KO,57.86
2023-02-15,XOM,69.16
2023-02-15,CVX,122.79
2023-02-15,JPM,187.23
2023-02-15,BAC,45.22
2023-02-15,HD,375.04
2023-02-15,WMT,53.2
2023-02-15,DIS,157.49
2023-02-15,V,253.55
2023-02-15,MA,417.2
2023-02-15,UNH,485.88
2023-02-15,COST,548.16
2023-02-15,PEP,177.06
2023-02-15,META,406.08
2023-02-15,NVDA,266.34
2023-02-15,TSLA,209.3
2023-03-15,VTI,225.85
2023-03-15,VOO,435.82
2023-03-15,BND,86.78
2023-03-15,AAPL,161.17
2023-03-15,MSFT,382.91
2023-03-15,GOOGL,179.09
2023-03-15,AMZN,180.69
2023-03-15,JNJ,172.39
2023-03-15,PG,155.13
2023-03-15,KO,58.35
2023-03-15,XOM,76.31
2023-03-15,CVX,130.3
2023-03-15,JPM,177.95
2023-03-15,BAC,42.11
2023-03-15,HD,384.1
2023-03-15,WMT,52.74
2023-03-15,DIS,174.48
2023-03-15,V,265.38
2023-03-15,MA,435.93
2023-03-15,UNH,476.24
2023-03-15,COST,568.5
2023-03-15,PEP,174.16
2023-03-15,META,472.25
2023-03-15,NVDA,274.47
2023-03-15,TSLA,251.65
2023-04-15,VTI,226.44
2023-04-15,VOO,449.09
2023-04-15,BND,85.7
2023-04-15,AAPL,160.05
2023-04-15,MSFT,362.09
2023-04-15,GOOGL,172.82
2023-04-15,AMZN,205.71
2023-04-15,JNJ,177.1
2023-04-15,PG,158.98
2023-04-15,KO,59.64
2023-04-15,XOM,80.38
2023-04-15,CVX,131.26
2023-04-15,JPM,169.62
2023-04-15,BAC,40.52
2023-04-15,HD,383.66
2023-04-15,WMT,53.12
2023-04-15,DIS,176.38
2023-04-15,V,276.53
2023-04-15,MA,449.13
2023-04-15,UNH,453.6
2023-04-15,COST,584.09
2023-04-15,PEP,172.32
2023-04-15,META,473.87
2023-04-15,NVDA,355.74
2023-04-15,TSLA,333.33
2023-05-15,VTI,231.58
2023-05-15,VOO,467.67
2023-05-15,BND,84.11
2023-05-15,AAPL,171.85
2023-05-15,MSFT,344.95
2023-05-15,GOOGL,156.31
2023-05-15,AMZN,226.8
2023-05-15,JNJ,182.11
2023-05-15,PG,162.23
2023-05-15,KO,61.33
2023-05-15,XOM,79.63
2023-05-15,CVX,125.46
2023-05-15,JPM,167.93
2023-05-15,BAC,41.53
2023-05-15,HD,374.68
2023-05-15,WMT,54.36
2023-05-15,DIS,160.63
2023-05-15,V,283.58
2023-05-15,MA,453.15
2023-05-15,UNH,429.82
2023-05-15,COST,591.63
2023-05-15,PEP,172.2
2023-05-15,META,412.6
2023-05-15,NVDA,408.77
2023-05-15,TSLA,342.89
2023-06-15,VTI,240.26
2023-06-15,VOO,486.91
2023-06-15,BND,82.82
2023-06-15,AAPL,189.12
2023-06-15,MSFT,344.14
2023-06-15,GOOGL,147.48
2023-06-15,AMZN,229.09
2023-06-15,JNJ,186.2
2023-06-15,PG,164.18
2023-06-15,KO,62.85
2023-06-15,XOM,74.56
2023-06-15,CVX,115.86
2023-06-15,JPM,174.75
2023-06-15,BAC,44.7
2023-06-15,HD,361.38
2023-06-15,WMT,56.23
2023-06-15,DIS,142.28
2023-06-15,V,284.62
2023-06-15,MA,447.82
2023-06-15,UNH,417.45
2023-06-15,COST,590.38
2023-06-15,PEP,174.0
2023-06-15,META,353.83
2023-06-15,NVDA,367.77
2023-06-15,TSLA,268.07
2023-07-15,VTI,250.3
2023-07-15,VOO,501.85
2023-07-15,BND,82.49
2023-07-15,AAPL,200.12
2023-07-15,MSFT,362.91
2023-07-15,GOOGL,156.8
2023-07-15,AMZN,211.77
2023-07-15,JNJ,188.38
2023-07-15,PG,164.45
2023-07-15,KO,63.68
2023-07-15,XOM,67.71
2023-07-15,CVX,107.25
2023-07-15,JPM,186.95
2023-07-15,BAC,48.31
2023-07-15,HD,349.72
2023-07-15,WMT,58.28
2023-07-15,DIS,138.8
2023-07-15,V,280.06
2023-07-15,MA,436.59
2023-07-15,UNH,423.85
2023-07-15,COST,582.42
2023-07-15,PEP,177.4
2023-07-15,META,362.03
2023-07-15,NVDA,297.11
2023-07-15,TSLA,213.6
2023-08-15,VTI,259.09
2023-08-15,VOO,508.84
2023-08-15,BND,83.35
2023-08-15,AAPL,197.68
2023-08-15,MSFT,393.04
2023-08-15,GOOGL,176.67
2023-08-15,AMZN,188.9
2023-08-15,JNJ,188.17
2023-08-15,PG,163.14
2023-08-15,KO,63.59
2023-08-15,XOM,62.51
2023-08-15,CVX,104.0
2023-08-15,JPM,198.19
2023-08-15,BAC,50.37
2023-08-15,HD,345.11
2023-08-15,WMT,60.0
2023-08-15,DIS,152.69
2023-08-15,V,272.47
2023-08-15,MA,425.25
2023-08-15,UNH,447.62
2023-08-15,COST,572.01
2023-08-15,PEP,181.67
2023-08-15,META,435.47
2023-08-15,NVDA,306.18
2023-08-15,TSLA,256.82
2023-09-15,VTI,264.35
2023-09-15,VOO,506.73
2023-09-15,BND,85.07
2023-09-15,AAPL,184.7
2023-09-15,MSFT,419.41
2023-09-15,GOOGL,188.69
2023-09-15,AMZN,178.99
2023-09-15,JNJ,185.75
2023-09-15,PG,160.76
2023-09-15,KO,62.68
2023-09-15,XOM,61.64
2023-09-15,CVX,108.03
2023-09-15,JPM,202.61
2023-09-15,BAC,49.79
2023-09-15,HD,350.33
2023-09-15,WMT,60.98
2023-09-15,DIS,169.17
2023-09-15,V,265.62
2023-09-15,MA,419.78
2023-09-15,UNH,479.19
2023-09-15,COST,564.35
2023-09-15,PEP,185.81
2023-09-15,META,506.44
2023-09-15,NVDA,396.83
2023-09-15,TSLA,340.17
2023-10-15,VTI,264.92
2023-10-15,VOO,497.29
2023-10-15,BND,86.91
2023-10-15,AAPL,172.18
2023-10-15,MSFT,428.82
2023-10-15,GOOGL,182.08
2023-10-15,AMZN,191.02
2023-10-15,JNJ,181.86
2023-10-15,PG,158.12
2023-10-15,KO,61.36
2023-10-15,XOM,65.78
2023-10-15,CVX,117.83
2023-10-15,JPM,198.3
2023-10-15,BAC,47.01
2023-10-15,HD,364.41
2023-10-15,WMT,61.05
2023-10-15,DIS,171.0
2023-10-15,V,263.11
2023-10-15,MA,424.01
2023-10-15,UNH,505.21
2023-10-15,COST,563.86
2023-10-15,PEP,188.88
2023-10-15,META,508.17
2023-10-15,NVDA,455.99
2023-10-15,TSLA,349.93
2023-11-15,VTI,261.14
2023-11-15,VOO,484.64
2023-11-15,BND,88.07
2023-11-15,AAPL,170.99
2023-11-15,MSFT,417.87
2023-11-15,GOOGL,164.69
2023-11-15,AMZN,217.47
2023-11-15,JNJ,177.67
2023-11-15,PG,156.1
2023-11-15,KO,60.23
2023-11-15,XOM,73.27
2023-11-15,CVX,129.18
2023-11-15,JPM,188.47
2023-11-15,BAC,43.78
2023-11-15,HD,382.98
2023-11-15,WMT,60.31
2023-11-15,DIS,155.74
2023-11-15,V,266.9
2023-11-15,MA,438.13
2023-11-15,UNH,514.75
2023-11-15,COST,572.77
2023-11-15,PEP,190.2
2023-11-15,META,442.47
2023-11-15,NVDA,410.26
2023-11-15,TSLA,273.57
2023-12-15,VTI,254.71
2023-12-15,VOO,474.04
2023-12-15,BND,88.07
2023-12-15,AAPL,183.59
2023-12-15,MSFT,395.14
2023-12-15,GOOGL,155.37
2023-12-15,AMZN,239.76
2023-12-15,JNJ,174.41
2023-12-15,PG,155.42
2023-12-15,KO,59.78
2023-12-15,XOM,80.85
2023-12-15,CVX,137.08
2023-12-15,JPM,179.65
2023-12-15,BAC,42.13
2023-12-15,HD,399.88
2023-12-15,WMT,59.14
2023-12-15,DIS,137.94
2023-12-15,V,276.59
2023-12-15,MA,458.52
2023-12-15,UNH,504.54
2023-12-15,COST,590.36
2023-12-15,PEP,189.56
2023-12-15,META,379.44
2023-12-15,NVDA,331.43
2023-12-15,TSLA,217.98
2024-01-15,VTI,248.26
2024-01-15,VOO,470.16
2024-01-15,BND,86.98
2024-01-15,AAPL,202.04
2024-01-15,MSFT,376.44
2024-01-15,GOOGL,165.2
2024-01-15,AMZN,242.19
2024-01-15,JNJ,173.1
2024-01-15,PG,156.45
2024-01-15,KO,60.29
2024-01-15,XOM,85.16
2024-01-15,CVX,138.09
2024-01-15,JPM,177.86
2024-01-15,BAC,43.17
2024-01-15,HD,409.54
2024-01-15,WMT,58.06
2024-01-15,DIS,134.57
2024-01-15,V,289.5
2024-01-15,MA,479.1
2024-01-15,UNH,480.56
2024-01-15,COST,613.14
2024-01-15,PEP,187.28
2024-01-15,META,388.23
2024-01-15,NVDA,341.54
2024-01-15,TSLA,262.1
2024-02-15,VTI,244.42
2024-02-15,VOO,475.61
2024-02-15,BND,85.37
2024-02-15,AAPL,213.8
2024-02-15,MSFT,375.55
2024-02-15,GOOGL,186.13
2024-02-15,AMZN,223.88
2024-02-15,JNJ,174.2
2024-02-15,PG,159.12
2024-02-15,KO,61.63
2024-02-15,XOM,84.36
2024-02-15,CVX,131.99
2024-02-15,JPM,185.09
2024-02-15,BAC,46.47
2024-02-15,HD,409.08
2024-02-15,WMT,57.56
2024-02-15,DIS,148.04
2024-02-15,V,301.66
2024-02-15,MA,493.61
2024-02-15,UNH,455.36
2024-02-15,COST,635.9
2024-02-15,PEP,184.14
2024-02-15,META,466.99
2024-02-15,NVDA,442.67
2024-02-15,TSLA,347.16
2024-03-15,VTI,245.05
2024-03-15,VOO,490.09
2024-03-15,BND,84.05
2024-03-15,AAPL,211.19
2024-03-15,MSFT,396.04
2024-03-15,GOOGL,198.79
2024-03-15,AMZN,199.7
2024-03-15,JNJ,177.56
2024-03-15,PG,162.89
2024-03-15,KO,63.37
2024-03-15,XOM,78.99
2024-03-15,CVX,121.89
2024-03-15,JPM,198.01
2024-03-15,BAC,50.22
2024-03-15,HD,399.5
2024-03-15,WMT,57.97
2024-03-15,DIS,164.01
2024-03-15,V,309.34
2024-03-15,MA,498.03
2024-03-15,UNH,442.26
2024-03-15,COST,653.33
2024-03-15,PEP,181.12
2024-03-15,META,543.09
2024-03-15,NVDA,508.66
2024-03-15,TSLA,357.12
2024-04-15,VTI,250.62
2024-04-15,VOO,510.37
2024-04-15,BND,83.72
2024-04-15,AAPL,197.32
2024-04-15,MSFT,428.91
2024-04-15,GOOGL,191.83
2024-04-15,AMZN,189.22
2024-04-15,JNJ,182.41
2024-04-15,PG,166.93
2024-04-15,KO,64.94
2024-04-15,XOM,71.74
2024-04-15,CVX,112.83
2024-04-15,JPM,209.91
2024-04-15,BAC,52.37
2024-04-15,HD,385.31
2024-04-15,WMT,59.33
2024-04-15,DIS,165.79
2024-04-15,V,310.48
2024-04-15,MA,492.17
2024-04-15,UNH,449.03
2024-04-15,COST,661.77
2024-04-15,PEP,179.21
2024-04-15,META,544.96
2024-04-15,NVDA,457.65
2024-04-15,TSLA,279.19
2024-05-15,VTI,260.01
2024-05-15,VOO,531.36
2024-05-15,BND,84.6
2024-05-15,AAPL,183.95
2024-05-15,MSFT,457.69
2024-05-15,GOOGL,173.51
2024-05-15,AMZN,201.94
2024-05-15,JNJ,187.57
2024-05-15,PG,170.35
2024-05-15,KO,65.8
2024-05-15,XOM,66.22
2024-05-15,CVX,109.42
2024-05-15,JPM,214.59
2024-05-15,BAC,51.76
2024-05-15,HD,372.88
2024-05-15,WMT,61.36
2024-05-15,DIS,150.99
2024-05-15,V,305.51
2024-05-15,MA,479.83
2024-05-15,UNH,474.21
2024-05-15,COST,660.37
2024-05-15,PEP,179.08
2024-05-15,META,474.49
2024-05-15,NVDA,369.72
2024-05-15,TSLA,222.46
2024-06-15,VTI,270.88
2024-06-15,VOO,547.66
2024-06-15,BND,86.34
2024-06-15,AAPL,182.67
2024-06-15,MSFT,467.96
2024-06-15,GOOGL,163.7
2024-06-15,AMZN,229.91
2024-06-15,JNJ,191.78
2024-06-15,PG,172.39
2024-06-15,KO,65.7
2024-06-15,XOM,65.3
2024-06-15,CVX,113.65
2024-06-15,JPM,210.03
2024-06-15,BAC,48.87
2024-06-15,HD,367.97
2024-06-15,WMT,63.6
2024-06-15,DIS,133.74
2024-06-15,V,297.22
2024-06-15,MA,467.37
2024-06-15,UNH,507.67
2024-06-15,COST,651.46
2024-06-15,PEP,180.96
2024-06-15,META,406.91
2024-06-15,NVDA,381.0
2024-06-15,TSLA,267.48
2024-07-15,VTI,280.38
2024-07-15,VOO,555.29
2024-07-15,BND,88.21
2024-07-15,AAPL,196.14
2024-07-15,MSFT,456.01
2024-07-15,GOOGL,174.05
2024-07-15,AMZN,253.47
2024-07-15,JNJ,194.03
2024-07-15,PG,172.68
2024-07-15,KO,64.76
2024-07-15,XOM,69.69
2024-07-15,CVX,123.96
2024-07-15,JPM,199.62
2024-07-15,BAC,45.51
2024-07-15,HD,373.53
2024-07-15,WMT,65.48
2024-07-15,DIS,130.47
2024-07-15,V,289.76
2024-07-15,MA,461.36
2024-07-15,UNH,535.23
2024-07-15,COST,639.82
2024-07-15,PEP,184.5
2024-07-15,META,416.33
2024-07-15,NVDA,493.81
2024-07-15,TSLA,354.29
2024-08-15,VTI,286.08
2024-08-15,VOO,553.0
2024-08-15,BND,89.39
2024-08-15,AAPL,215.85
2024-08-15,MSFT,431.21
2024-08-15,GOOGL,196.1
2024-08-15,AMZN,256.03
2024-08-15,JNJ,193.82
2024-08-15,PG,171.3
2024-08-15,KO,63.4
2024-08-15,XOM,77.62
2024-08-15,CVX,135.91
2024-08-15,JPM,190.27
2024-08-15,BAC,43.79
2024-08-15,HD,388.55
2024-08-15,WMT,66.55
2024-08-15,DIS,143.53
2024-08-15,V,287.02
2024-08-15,MA,466.01
2024-08-15,UNH,545.34
2024-08-15,COST,631.26
2024-08-15,PEP,188.94
2024-08-15,META,500.79
2024-08-15,NVDA,567.42
2024-08-15,TSLA,364.45
2024-09-15,VTI,286.7
2024-09-15,VOO,542.69
2024-09-15,BND,89.39
2024-09-15,AAPL,228.41
2024-09-15,MSFT,410.8
2024-09-15,GOOGL,209.44
2024-09-15,AMZN,236.67
2024-09-15,JNJ,191.32
2024-09-15,PG,168.8
2024-09-15,KO,62.23
2024-09-15,XOM,85.65
2024-09-15,CVX,144.21
2024-09-15,JPM,188.38
2024-09-15,BAC,44.88
2024-09-15,HD,408.35
2024-09-15,WMT,66.62
2024-09-15,DIS,159.02
2024-09-15,V,291.15
2024-09-15,MA,481.53
2024-09-15,UNH,534.52
2024-09-15,COST,630.71
2024-09-15,PEP,193.25
2024-09-15,META,582.4
2024-09-15,NVDA,510.51
2024-09-15,TSLA,284.93
2024-10-15,VTI,282.6
2024-10-15,VOO,528.89
2024-10-15,BND,88.28
2024-10-15,AAPL,225.62
2024-10-15,MSFT,409.83
2024-10-15,GOOGL,202.11
2024-10-15,AMZN,211.11
2024-10-15,JNJ,187.32
2024-10-15,PG,166.03
2024-10-15,KO,61.77
2024-10-15,XOM,90.22
2024-10-15,CVX,145.28
